id,sourceTableFile,sourceRowNumberApprox,sectionCode,sectionTitle,itemCode,workElementDescription,unit,manHoursPerUnit
07-32-13.10-0020-average-i-e-lanai-tile-or-classic-tile-158-pieces-per-square-square,fileoutpart182.xlsx,5,07 32 13.10,Clay Tiles,0020,"Average, i.e., Lanai tile or Classic tile, 158 pieces per square",Square,6.448
07-32-13.10-0030-maximum-i-e-mission-tile-192-pieces-per-square-square,fileoutpart182.xlsx,6,07 32 13.10,Clay Tiles,0030,"Maximum, i.e., Mission tile, 192 pieces per square",Square,9.253
07-32-13.10-0040-15-pound-felt-underlayment-square,fileoutpart182.xlsx,7,07 32 13.10,Clay Tiles,0040,15 pound felt underlayment,Square,0.166
07-32-13.10-0050-30-pound-felt-underlayment-square,fileoutpart182.xlsx,8,07 32 13.10,Clay Tiles,0050,30 pound felt underlayment,Square,0.184
07-32-13.10-0060-self-adhering-polyethylene-and-rubberized-asphalt-underlayment-square,fileoutpart182.xlsx,9,07 32 13.10,Clay Tiles,0060,Self-adhering polyethylene and rubberized asphalt underlayment,Square,0.484
07-32-16.10-0010-corrugated-13-by-16-1-2-inches-90-per-square-950-pounds-per-square-square,fileoutpart182.xlsx,12,07 32 16.10,Concrete Tiles,0010,"Corrugated, 13 by 16 1/2 inches, 90 per square, 950 pounds per square",Square,7.882
07-32-16.10-0020-shakes-13-by-16-1-2-inches-90-per-square-950-pounds-per-square-square,fileoutpart182.xlsx,13,07 32 16.10,Concrete Tiles,0020,"Shakes, 13 by 16 1/2 inches, 90 per square, 950 pounds per square",Square,7.093
07-32-19.10-0010-mission-tile-accessories-included-0-032-inch-thick-aluminum-square,fileoutpart184.xlsx,3,07 32 19.10,Metal Roof Tiles,0010,"Mission tile, accessories included, 0.032-inch-thick aluminum",Square,4.256
07-32-19.10-0020-spanish-tile-accessories-included-0-032-inch-thick-aluminum-square,fileoutpart184.xlsx,4,07 32 19.10,Metal Roof Tiles,0020,"Spanish tile, accessories included, 0.032-inch-thick aluminum",Square,3.547
07-32-19.10-0020-corrugated-or-ribbed-various-thicknesses-for-roofing-on-wood-frame-deduct-sf,fileoutpart184.xlsx,8,07 32 19.10,"(0010) Corrugated or ribbed, various thicknesses",0020,"Corrugated or ribbed, various thicknesses for roofing on wood frame, deduct",SF,0.009
07-32-19.10-0030-ridge-cap-lf,fileoutpart184.xlsx,9,07 32 19.10,"(0010) Corrugated or ribbed, various thicknesses",0030,Ridge cap,LF,0.053
07-32-19.10-0020-average-i-e-24-gauge-sf,fileoutpart184.xlsx,14,07 32 19.10,"(0010) Minimum, i.e., 30 gauge",0020,"Average, i.e., 24 gauge",SF,0.045
07-32-19.10-0030-maximum-i-e-22-gauge-sf,fileoutpart184.xlsx,15,07 32 19.10,"(0010) Minimum, i.e., 30 gauge",0030,"Maximum, i.e., 22 gauge",SF,0.048
07-32-19.10-0040-ridge-galvanized-10-inches-wide-lf,fileoutpart184.xlsx,16,07 32 19.10,"(0010) Minimum, i.e., 30 gauge",0040,"Ridge, galvanized, 10 inches wide",LF,0.053
07-32-19.10-0050-ridge-galvanized-10-inches-wide-minimum-i-e-30-gauge-lf,fileoutpart184.xlsx,17,07 32 19.10,"(0010) Minimum, i.e., 30 gauge",0050,"Ridge, galvanized, 10 inches wide, minimum, i.e., 30 gauge",LF,0.057
07-32-19.10-0020-corrugated-panels-siding-and-flat-panels-various-weights-sf,fileoutpart184.xlsx,21,07 32 19.10,"(0010) Corrugated panels, roofing, various weights",0020,"Corrugated panels, siding, and flat panels, various weights",SF,0.048
07-61-13.10-0010-minimum-i-e-16-ounces-125-pounds-per-square-square,fileoutpart184.xlsx,25,07 61 13.10,"Copper standing seam roofing, over 10 squares,",0010,"Minimum, i.e., 16 ounces, 125 pounds per square",Square,8.185
07-61-13.10-0020-average-i-e-18-ounces-140-pounds-per-square-square,fileoutpart184.xlsx,26,07 61 13.10,"Copper standing seam roofing, over 10 squares,",0020,"Average, i.e., 18 ounces, 140 pounds per square",Square,8.867
07-61-13.10-0030-maximum-i-e-20-ounces-150-pounds-per-square-square,fileoutpart184.xlsx,27,07 61 13.10,"Copper standing seam roofing, over 10 squares,",0030,"Maximum, i.e., 20 ounces, 150 pounds per square",Square,9.673
07-42-13.20-0010-corrugated-on-steel-frame-various-thicknesses-sf,fileoutpart186.xlsx,4,07 42 13.20,Aluminum Siding Panels,0010,"Corrugated on steel frame, various thicknesses,",SF,0.054
07-42-13.20-0020-average-for-roofing-on-wood-frame-deduct-sf,fileoutpart186.xlsx,5,07 42 13.20,Aluminum Siding Panels,0020,"Average for roofing on wood frame, deduct",SF,0.015
07-42-13.30-0010-galvanized-corrugated-or-ribbed-30-to-20-gauge-sf,fileoutpart186.xlsx,8,07 42 13.30,Steel Siding,0010,"Galvanized, corrugated or ribbed, 30 to 20 gauge,",SF,0.054
07-42-13.30-0020-average-factory-sandwich-panel-26-to-22-gauge-average-sf,fileoutpart186.xlsx,9,07 42 13.30,Steel Siding,0020,"Average factory sandwich panel, 26 to 22 gauge, average",SF,0.118
07-46-23.10-0010-minimum-i-e-4-to-6-inches-wide-sf,fileoutpart186.xlsx,13,07 46 23.10,"Various types, e.g., wood, cedar bevel;",0010,"Minimum, i.e., 4 to 6 inches wide",SF,0.048
07-46-23.10-0020-average-i-e-8-inches-wide-sf,fileoutpart186.xlsx,14,07 46 23.10,"Various types, e.g., wood, cedar bevel;",0020,"Average, i.e., 8 inches wide",SF,0.032
07-46-23.10-0030-maximum-i-e-10-inches-wide-sf,fileoutpart186.xlsx,15,07 46 23.10,"Various types, e.g., wood, cedar bevel;",0030,"Maximum, i.e., 10 inches wide",SF,0.028
07-46-29.10-0010-minimum-i-e-3-8-inch-thick-sf,fileoutpart186.xlsx,19,07 46 29.10,Various types;,0010,"Minimum, i.e., 3/8 inch thick",SF,0.028
07-46-29.10-0020-average-i-e-1-2-or-5-8-inch-thick-sf,fileoutpart186.xlsx,20,07 46 29.10,Various types;,0020,"Average, i.e., 1/2 or 5/8 inch thick",SF,0.032
07-46-29.10-0030-maximum-i-e-3-4-inch-thick-sf,fileoutpart186.xlsx,21,07 46 29.10,Various types;,0030,"Maximum, i.e., 3/4 inch thick",SF,0.033
07-46-33.10-0010-minimum-sf,fileoutpart186.xlsx,25,07 46 33.10,Various types;,0010,Minimum,SF,0.04
07-46-33.10-0020-maximum-sf,fileoutpart186.xlsx,26,07 46 33.10,Various types;,0020,Maximum,SF,0.053
07-65-10.10-0010-aluminum-various-thicknesses-sf,fileoutpart188.xlsx,4,07 65 10.10,Sheet Metal Flashing and Counter Flashing,0010,"Aluminum, various thicknesses",SF,0.073
07-65-10.10-0020-copper-by-weight-of-sheets-in-ounces-average-sf,fileoutpart188.xlsx,5,07 65 10.10,Sheet Metal Flashing and Counter Flashing,0020,"Copper, by weight of sheets in ounces, average",SF,0.093
07-65-10.10-0030-stainless-steel-sheets-various-thicknesses-sf,fileoutpart188.xlsx,6,07 65 10.10,Sheet Metal Flashing and Counter Flashing,0030,"Stainless steel sheets, various thicknesses",SF,0.069
07-65-23.10-0010-rubber-sheet-flashing-and-counter-flashing-0010-rubber-butyl-and-neoprene-various-thicknes-sf,fileoutpart188.xlsx,7,07 65 23.10,Sheet Metal Flashing and Counter Flashing,0010,"Rubber Sheet Flashing and Counter Flashing (0010) Rubber, butyl and neoprene, various thicknesses",SF,0.037
07-71-19.10-various-types-e-g-aluminum-galvanized-steel-pvc-and-stainless-steel-at-lf,fileoutpart190.xlsx,4,07 71 19.10,Gravel Stop,,"Various types, e.g., aluminum, galvanized steel, PVC, and stainless steel at",LF,0.04
07-71-19.10-0020-6-inch-face-height-lf,fileoutpart190.xlsx,6,07 71 19.10,(0010) 4-inch-face height,0020,6-inch-face height,LF,0.078
07-71-19.10-0030-8-inch-face-height-lf,fileoutpart190.xlsx,7,07 71 19.10,(0010) 4-inch-face height,0030,8-inch-face height,LF,0.085
07-71-19.10-0040-12-inch-face-height-lf,fileoutpart190.xlsx,8,07 71 19.10,(0010) 4-inch-face height,0040,12-inch-face height,LF,0.106
07-71-23.10-0010-minimum-i-e-2-by-6-inches-28-gauge-lf,fileoutpart190.xlsx,12,07 71 23.10,"Various types, e.g., aluminum, copper, steel, etc.",0010,"Minimum, i.e., 2 by 6 inches, 28 gauge",LF,0.056
07-71-23.10-0020-average-i-e-3-by-4-inches-various-thicknesses-lf,fileoutpart190.xlsx,13,07 71 23.10,"Various types, e.g., aluminum, copper, steel, etc.",0020,"Average, i.e., 3 by 4 inches, various thicknesses",LF,0.04
07-71-23.10-0030-maximum-i-e-6-inch-diameter-26-gauge-lf,fileoutpart190.xlsx,14,07 71 23.10,"Various types, e.g., aluminum, copper, steel, etc.",0030,"Maximum, i.e., 6-inch diameter, 26 gauge",LF,0.101
07-71-23.20-0010-elbows-various-types-each,fileoutpart190.xlsx,16,07 71 23.20,Downspout Elbows,0010,"Elbows, various types",Each,0.106
07-71-23.30-0020-vinyl-at-various-widths-lf,fileoutpart190.xlsx,21,07 71 23.30,"(0010) Aluminum, copper, galvanized and stainless steel of various thicknesses and widths, average",0020,"Vinyl, at various widths",LF,0.097
07-71-23.30-0030-wood-clear-treated-cedar-fir-or-hemlock-3-by-4-inches-lf,fileoutpart190.xlsx,22,07 71 23.30,"(0010) Aluminum, copper, galvanized and stainless steel of various thicknesses and widths, average",0030,"Wood, clear treated cedar, fir or hemlock, 3 by 4 inches",LF,0.106
07-71-26.10-0010-aluminum-copper-galvanized-and-stainless-steel-of-various-thicknesses-average-lf,fileoutpart190.xlsx,25,07 71 26.10,Reglets and Accessories,0010,"Aluminum, copper, galvanized and stainless steel of various thicknesses, average",LF,0.048
07-71-26.10-0020-counter-flashing-for-above-12-inches-wide-at-various-thicknesses-lf,fileoutpart190.xlsx,26,07 71 26.10,Reglets and Accessories,0020,"Counter flashing for above, 12 inches wide, at various thicknesses",LF,0.07
07-72-23.10-0010-mushroom-shape-for-built-up-roofs-aluminum-each,fileoutpart190.xlsx,29,07 72 23.10,Roof Vents,0010,"Mushroom shape, for built-up roofs, aluminum",Each,0.355
07-72-23.10-0020-mushroom-shape-for-built-up-roofs-pvc-6-inches-high-each,fileoutpart190.xlsx,30,07 72 23.10,Roof Vents,0020,"Mushroom shape, for built-up roofs, PVC, 6 inches high",Each,0.355
07-72-53.10-0010-double-rail-pipe-type-lf,fileoutpart190.xlsx,33,07 72 53.10,Snow Guard,0010,Double rail pipe type,LF,0.082
07-92-10.10-0010-1-4-by-1-2-inch-and-1-2-by-1-2-inch-lf,fileoutpart190.xlsx,37,07 92 10.10,"Acrylic latex caulk, 11 ounce cartridge",0010,1/4 by 1/2 inch and 1/2 by 1/2 inch,LF,0.043
07-92-10.10-0020-3-4-by-3-4-inch-lf,fileoutpart190.xlsx,38,07 92 10.10,"Acrylic latex caulk, 11 ounce cartridge",0020,3/4 by 3/4 inch,LF,0.046
07-92-10.10-0030-3-4-by-1-inch-lf,fileoutpart190.xlsx,39,07 92 10.10,"Acrylic latex caulk, 11 ounce cartridge",0030,3/4 by 1 inch,LF,0.053
07-92-10.10-0040-1-by-1-inch-lf,fileoutpart190.xlsx,40,07 92 10.10,"Acrylic latex caulk, 11 ounce cartridge",0040,1 by 1 inch,LF,0.058
07-92-10.10-0050-backer-rod-polyethylene-1-4-inch-through-1-inch-diameter-lf,fileoutpart190.xlsx,41,07 92 10.10,"Acrylic latex caulk, 11 ounce cartridge",0050,"Backer rod, polyethylene, 1/4-inch through 1-inch diameter",LF,0.023
08-05-05.10-0010-doors-exterior-1-3-4-inches-thick-single-3-feet-by-7-feet-high-each,fileoutpart192.xlsx,4,08 05 05.10,Selective Demolition Doors,0010,"Doors, exterior, 1 3/4 inches thick, single, 3 feet by 7 feet high",Each,0.665
08-05-05.10-0020-doors-exterior-1-3-4-inches-thick-double-6-feet-by-7-feet-high-each,fileoutpart192.xlsx,5,08 05 05.10,Selective Demolition Doors,0020,"Doors, exterior, 1 3/4 inches thick, double, 6 feet by 7 feet high",Each,0.887
08-05-05.10-0030-frames-including-trim-metal-each,fileoutpart192.xlsx,6,08 05 05.10,Selective Demolition Doors,0030,"Frames, including trim, metal",Each,1.33
08-05-05.10-0040-frames-including-trim-wood-each,fileoutpart192.xlsx,7,08 05 05.10,Selective Demolition Doors,0040,"Frames, including trim, wood",Each,0.665
08-05-05.10-0050-overhead-commercial-12-feet-by-12-feet-high-each,fileoutpart192.xlsx,8,08 05 05.10,Selective Demolition Doors,0050,"Overhead, commercial, 12 feet by 12 feet high",Each,5.32
08-05-05.10-0060-roll-up-grille-each,fileoutpart192.xlsx,9,08 05 05.10,Selective Demolition Doors,0060,Roll-up grille,Each,4.256
08-05-05.20-0010-minimum-to-12-sf-each,fileoutpart192.xlsx,13,08 05 05.20,"Various materiels, including trim, e.g., aluminum, steel, wood, etc.",0010,"Minimum, to 12 SF",Each,0.665
08-05-05.20-0020-average-to-25-sf-each,fileoutpart192.xlsx,14,08 05 05.20,"Various materiels, including trim, e.g., aluminum, steel, wood, etc.",0020,"Average, to 25 SF",Each,0.967
08-05-05.20-0030-maximum-to-50-sf-each,fileoutpart192.xlsx,15,08 05 05.20,"Various materiels, including trim, e.g., aluminum, steel, wood, etc.",0030,"Maximum, to 50 SF",Each,2.128
08-05-05.20-0040-glass-minimum-sf,fileoutpart192.xlsx,16,08 05 05.20,"Various materiels, including trim, e.g., aluminum, steel, wood, etc.",0040,"Glass, minimum",SF,0.053
08-05-05.20-0050-glass-maximum-sf,fileoutpart192.xlsx,17,08 05 05.20,"Various materiels, including trim, e.g., aluminum, steel, wood, etc.",0050,"Glass, maximum",SF,0.07
08-05-05.20-0060-remove-bay-bow-window-each,fileoutpart192.xlsx,18,08 05 05.20,"Various materiels, including trim, e.g., aluminum, steel, wood, etc.",0060,Remove bay/bow window,Each,3.547
08-05-05.20-0070-remove-skylight-plastic-domes-sf,fileoutpart192.xlsx,19,08 05 05.20,"Various materiels, including trim, e.g., aluminum, steel, wood, etc.",0070,"Remove skylight, plastic domes",SF,0.108
08-11-16.10-0010-3-by-7-foot-opening-each,fileoutpart194.xlsx,5,08 11 16.10,"Aluminum, narrow stile, average by size opening",0010,3- by 7-foot opening,Each,10.64
08-11-16.10-0020-3-foot-6-inch-by-10-foot-opening-3-foot-high-transom-each,fileoutpart194.xlsx,6,08 11 16.10,"Aluminum, narrow stile, average by size opening",0020,"3-foot-6-inch by 10-foot opening, 3-foot-high transom",Each,11.822
08-11-16.10-0030-6-by-7-foot-opening-each,fileoutpart194.xlsx,7,08 11 16.10,"Aluminum, narrow stile, average by size opening",0030,6- by 7-foot opening,Each,16.37
08-11-63.23-combination-storm-and-screen-various-materiels-6-feet-8-inches-by-each,fileoutpart194.xlsx,11,08 11 63.23,Aluminum Screen and Storm Doors and Frames,,"Combination storm and screen, various materiels, 6 feet 8 inches by",Each,1.419
08-11-63.23-0020-2-feet-8-inches-wide-or-3-feet-wide-each,fileoutpart194.xlsx,13,08 11 63.23,(0010) 2 feet 6 inches wide,0020,2 feet 8 inches wide or 3 feet wide,Each,1.52
08-12-13.13-0010-3-feet-wide-single-each,fileoutpart194.xlsx,18,08 12 13.13,"Average, up to 5 3/4-inch-jamb depth, standard height, various openings",0010,"3 feet wide, single",Each,1.33
08-12-13.13-0020-4-feet-wide-single-each,fileoutpart194.xlsx,19,08 12 13.13,"Average, up to 5 3/4-inch-jamb depth, standard height, various openings",0020,"4 feet wide, single",Each,1.419
08-12-13.13-0030-6-feet-wide-double-each,fileoutpart194.xlsx,20,08 12 13.13,"Average, up to 5 3/4-inch-jamb depth, standard height, various openings",0030,"6 feet wide, double",Each,1.52
08-12-13.13-0040-8-feet-wide-double-each,fileoutpart194.xlsx,21,08 12 13.13,"Average, up to 5 3/4-inch-jamb depth, standard height, various openings",0040,"8 feet wide, double",Each,1.773
08-13-13.13-0010-minimum-each,fileoutpart194.xlsx,25,08 13 13.13,Various types of doors of standard size,0010,Minimum,Each,1.064
08-13-13.13-0020-average-each,fileoutpart194.xlsx,26,08 13 13.13,Various types of doors of standard size,0020,Average,Each,1.251
08-13-13.13-0030-maximum-each,fileoutpart194.xlsx,27,08 13 13.13,Various types of doors of standard size,0030,Maximum,Each,1.637
08-14-16.09-0010-minimum-each,fileoutpart194.xlsx,31,08 14 16.09,Various types of doors of standard size,0010,Minimum,Each,1.251
08-14-16.09-0020-average-each,fileoutpart194.xlsx,32,08 14 16.09,Various types of doors of standard size,0020,Average,Each,1.419
08-14-16.09-0030-maximum-each,fileoutpart194.xlsx,33,08 14 16.09,Various types of doors of standard size,0030,Maximum,Each,1.773
08-31-13.10-0510-ceiling-hatch-2-ft-6-in-by-2-ft-6-in-opening,fileoutpart194.xlsx,36,08 31 13.10,Access Doors and Frames,0510,Ceiling hatch 2 ft 6 in by 2 ft 6 in,Opening,2.909
08-32-19.15-0010-various-standard-size-opening,fileoutpart194.xlsx,39,08 32 19.15,Sliding Glass Vinyl-Clad Wood Doors,0010,"Various, standard size",Opening,5.985
08-34-16.10-0010-12-feet-high-by-40-feet-wide-sf,fileoutpart196.xlsx,5,08 34 16.10,"Bi-fold, overhead, 20 pounds per SF wind load, includes electronic operation",0010,12 feet high by 40 feet wide,SF,0.089
08-34-16.10-0020-16-feet-high-by-60-feet-wide-sf,fileoutpart196.xlsx,6,08 34 16.10,"Bi-fold, overhead, 20 pounds per SF wind load, includes electronic operation",0020,16 feet high by 60 feet wide,SF,0.093
08-34-16.10-0030-20-feet-high-by-80-feet-wide-sf,fileoutpart196.xlsx,7,08 34 16.10,"Bi-fold, overhead, 20 pounds per SF wind load, includes electronic operation",0030,20 feet high by 80 feet wide,SF,0.097
08-34-59.10-0010-various-sizes-and-weights-average-opening,fileoutpart196.xlsx,10,08 34 59.10,Secure Storage Doors and Frames,0010,"Various sizes and weights, average",Opening,18.62
08-34-63.13-0010-3-feet-by-7-feet-complete-with-hardware-single-plate-and-double-plate-each,fileoutpart196.xlsx,13,08 34 63.13,Steel Detention Doors and Frames,0010,"3 feet by 7 feet, complete with hardware, single plate and double plate",Each,10.64
08-36-13.10-0010-average-stock-sectional-wood-fiberglass-or-aluminum-per-size-0010-8-feet-by-8-feet-high-each,fileoutpart196.xlsx,16,08 36 13.10,Overhead Commercial Doors,0010,"Average, stock, sectional, wood, fiberglass, or aluminum, per size (0010) 8 feet by 8 feet high",Each,10.64
08-36-13.10-0020-10-feet-by-10-feet-high-each,fileoutpart196.xlsx,17,08 36 13.10,Overhead Commercial Doors,0020,10 feet by 10 feet high,Each,11.822
08-36-13.10-0030-12-feet-by-12-feet-high-each,fileoutpart196.xlsx,18,08 36 13.10,Overhead Commercial Doors,0030,12 feet by 12 feet high,Each,14.187
