id,sourceTableFile,sourceRowNumberApprox,sectionCode,sectionTitle,itemCode,workElementDescription,unit,manHoursPerUnit
13-31-33.00-0710-camouflage-net-system-radar-scattering-two-systems-complete-erect-and-strike-each,fileoutpart280.xlsx,28,13 31 33.00,Framed Fabric Structures (Continued),0710,"Camouflage net system, radar scattering, two systems, complete, erect and strike",Each,2.5
13-31-33.00-0720-camouflage-net-system-radar-scattering-three-systems-complete-erect-and-strike-each,fileoutpart280.xlsx,29,13 31 33.00,Framed Fabric Structures (Continued),0720,"Camouflage net system, radar scattering, three systems, complete, erect and strike",Each,3.5
13-31-33.00-0730-camouflage-net-system-radar-scattering-four-systems-complete-erect-and-strike-each,fileoutpart280.xlsx,30,13 31 33.00,Framed Fabric Structures (Continued),0730,"Camouflage net system, radar scattering, four systems, complete, erect and strike",Each,4.5
13-36-13.00-0010-steel-towers-0010-standard-heights-each,fileoutpart282.xlsx,2,13 36 13.00,,0010,Steel Towers (0010) Standard heights,Each,20
33-81-13.10-0010-antenna-radio-tower-0010-guyed-50-feet-high-40-pound-section-wind-load-70-miles-per-hour-0-each-each,fileoutpart282.xlsx,3,33 81 13.10,,0010,"Antenna, Radio Tower (0010) Guyed, 50 feet high, 40 pound section, wind load 70 miles per hour (0020) Self-supporting, 60 feet high, wind load 70 miles per hour",Each Each,22
13-34-19.50-0010-10-foot-eave-height-sf-floor,fileoutpart284.xlsx,5,13 34 19.50,20-foot width,0010,10-foot-eave height,SF Floor,0.176
13-34-19.50-0020-14-foot-eave-height-sf-floor,fileoutpart284.xlsx,6,13 34 19.50,20-foot width,0020,14-foot-eave height,SF Floor,0.213
13-34-19.50-0030-10-foot-eave-height-sf-floor,fileoutpart284.xlsx,8,13 34 19.50,30- to 40-foot width,0030,10-foot-eave height,SF Floor,0.14
13-34-19.50-0040-14-foot-eave-height-sf-floor,fileoutpart284.xlsx,9,13 34 19.50,30- to 40-foot width,0040,14-foot-eave height,SF Floor,0.165
13-34-19.50-0050-10-foot-eave-height-sf-floor,fileoutpart284.xlsx,11,13 34 19.50,50- to 100-foot width,0050,10-foot-eave height,SF Floor,0.086
13-34-19.50-0060-14-foot-eave-height-sf-floor,fileoutpart284.xlsx,12,13 34 19.50,50- to 100-foot width,0060,14-foot-eave height,SF Floor,0.097
13-34-19.50-clear-span-tapered-beam-frame-26-gauge-roofing-and-siding-sf-floor,fileoutpart284.xlsx,13,13 34 19.50,50- to 100-foot width,,"Clear span tapered beam frame, 26-gauge roofing and siding",SF Floor,0.14
13-34-19.50-0080-14-foot-eave-height-sf-floor,fileoutpart284.xlsx,16,13 34 19.50,(0070) 10-foot-eave height,0080,14-foot-eave height,SF Floor,0.165
13-34-19.50-40-foot-width-sf-floor,fileoutpart284.xlsx,17,13 34 19.50,(0070) 10-foot-eave height,,40-foot width,SF Floor,0.124
13-34-19.50-0100-14-foot-eave-height-sf-floor,fileoutpart284.xlsx,19,13 34 19.50,(0090) 10-foot-eave height,0100,14-foot-eave height,SF Floor,0.146
13-34-19.50-50-to-80-foot-width-sf-floor,fileoutpart284.xlsx,20,13 34 19.50,(0090) 10-foot-eave height,,50- to 80-foot width,SF Floor,0.097
13-34-19.50-0120-14-foot-eave-height-sf-floor,fileoutpart284.xlsx,22,13 34 19.50,(0110) 10-foot-eave height,0120,14-foot-eave height,SF Floor,0.11
13-34-23.05-0010-14-foot-width-sf,fileoutpart288.xlsx,4,13 34 23.05,P-Model (Straight sidewalls and arched roof. Optimizes useable space by raising the arch to above the sidewalls.) Typical ultimate building machine type. Unlimited length,0010,14-foot width,SF,0.013
13-34-23.05-0020-30-foot-width-sf,fileoutpart288.xlsx,5,13 34 23.05,P-Model (Straight sidewalls and arched roof. Optimizes useable space by raising the arch to above the sidewalls.) Typical ultimate building machine type. Unlimited length,0020,30-foot width,SF,0.0124
13-34-23.05-0030-14-foot-width-end-wall-sf,fileoutpart288.xlsx,6,13 34 23.05,P-Model (Straight sidewalls and arched roof. Optimizes useable space by raising the arch to above the sidewalls.) Typical ultimate building machine type. Unlimited length,0030,"14 foot width, end wall",SF,0.014
13-34-23.05-0035-30-foot-width-end-wall-sf,fileoutpart288.xlsx,7,13 34 23.05,P-Model (Straight sidewalls and arched roof. Optimizes useable space by raising the arch to above the sidewalls.) Typical ultimate building machine type. Unlimited length,0035,"30 foot width, end wall",SF,0.002
13-34-23.05-0040-20-foot-width-high-pitched-roof-sf,fileoutpart288.xlsx,9,13 34 23.05,A-Model (high-pitched roof) unlimited length,0040,"20 foot width, high pitched roof",SF,0.0122
13-34-23.05-0045-40-foot-width-high-pitched-roof-sf,fileoutpart288.xlsx,10,13 34 23.05,A-Model (high-pitched roof) unlimited length,0045,"40 foot width, high pitched roof",SF,0.0126
13-34-23.05-0050-20-foot-width-end-wall-high-pitched-roof-sf,fileoutpart288.xlsx,11,13 34 23.05,A-Model (high-pitched roof) unlimited length,0050,"20 foot width, end wall, high pitched roof",SF,0.0016
13-34-23.05-0055-40-foot-width-end-wall-high-pitched-roof-sf,fileoutpart288.xlsx,12,13 34 23.05,A-Model (high-pitched roof) unlimited length,0055,"40 foot width, end wall, high pitched roof",SF,0.0024
13-34-23.05-0060-20-foot-width-sf,fileoutpart288.xlsx,14,13 34 23.05,"S-Model (high, straight sidewalls and curved arch roof) unlimited length",0060,20-foot width,SF,0.0122
13-34-23.05-0065-40-foot-width-sf,fileoutpart288.xlsx,15,13 34 23.05,"S-Model (high, straight sidewalls and curved arch roof) unlimited length",0065,40-foot width,SF,0.0126
13-34-23.05-0070-20-foot-width-end-wall-sf,fileoutpart288.xlsx,16,13 34 23.05,"S-Model (high, straight sidewalls and curved arch roof) unlimited length",0070,"20-foot width, end wall",SF,0.0016
13-34-23.05-0075-40-foot-width-end-wall-sf,fileoutpart288.xlsx,17,13 34 23.05,"S-Model (high, straight sidewalls and curved arch roof) unlimited length",0075,"40-foot width, end wall",SF,0.0024
13-34-23.05-0080-50-foot-width-sf,fileoutpart288.xlsx,19,13 34 23.05,"Q-Model (Maximize usable interior space with no poles or beams), typical K-Span, arch style otherwise known as Quonset hut, unlimited length",0080,50-foot width,SF,0.0144
13-34-23.05-0085-100-foot-width-sf,fileoutpart288.xlsx,20,13 34 23.05,"Q-Model (Maximize usable interior space with no poles or beams), typical K-Span, arch style otherwise known as Quonset hut, unlimited length",0085,100-foot width,SF,0.0174
13-34-23.05-0210-14-foot-width-sf,fileoutpart292.xlsx,4,13 34 23.05,P-Model (Straight sidewalls and arched roof. Optimizes useable space by raising the arch to above the sidewalls.) Typical ultimate building machine type. Unlimited length.,0210,14-foot width,SF,0.0022
13-34-23.05-0220-30-foot-width-sf,fileoutpart292.xlsx,5,13 34 23.05,P-Model (Straight sidewalls and arched roof. Optimizes useable space by raising the arch to above the sidewalls.) Typical ultimate building machine type. Unlimited length.,0220,30-foot width,SF,0.0026
13-34-23.05-0230-14-foot-width-end-wall-sf,fileoutpart292.xlsx,6,13 34 23.05,P-Model (Straight sidewalls and arched roof. Optimizes useable space by raising the arch to above the sidewalls.) Typical ultimate building machine type. Unlimited length.,0230,"14 foot width, end wall",SF,0.0011
13-34-23.05-0235-30-foot-width-end-wall-sf,fileoutpart292.xlsx,7,13 34 23.05,P-Model (Straight sidewalls and arched roof. Optimizes useable space by raising the arch to above the sidewalls.) Typical ultimate building machine type. Unlimited length.,0235,"30 foot width, end wall",SF,0.0013
13-34-23.05-0240-20-foot-width-high-pitched-roof-sf,fileoutpart292.xlsx,9,13 34 23.05,A-Model (high-pitched roof) unlimited length,0240,"20 foot width, high pitched roof",SF,0.0022
13-34-23.05-0245-40-foot-width-high-pitched-roof-sf,fileoutpart292.xlsx,10,13 34 23.05,A-Model (high-pitched roof) unlimited length,0245,"40 foot width, high pitched roof",SF,0.0026
13-34-23.05-0250-20-foot-width-end-wall-high-pitched-roof-sf,fileoutpart292.xlsx,11,13 34 23.05,A-Model (high-pitched roof) unlimited length,0250,"20 foot width, end wall, high pitched roof",SF,0.0011
13-34-23.05-0255-40-foot-width-end-wall-high-pitched-roof-sf,fileoutpart292.xlsx,12,13 34 23.05,A-Model (high-pitched roof) unlimited length,0255,"40 foot width, end wall, high pitched roof",SF,0.0013
13-34-23.05-0260-20-foot-width-sf,fileoutpart292.xlsx,14,13 34 23.05,"S-Model (high, straight sidewalls and curved arch roof) unlimited length",0260,20-foot width,SF,0.0022
13-34-23.05-0265-40-foot-width-sf,fileoutpart292.xlsx,15,13 34 23.05,"S-Model (high, straight sidewalls and curved arch roof) unlimited length",0265,40-foot width,SF,0.0026
13-34-23.05-0270-20-foot-width-end-wall-sf,fileoutpart292.xlsx,16,13 34 23.05,"S-Model (high, straight sidewalls and curved arch roof) unlimited length",0270,"20-foot width, end wall",SF,0.0011
13-34-23.05-0275-40-foot-width-end-wall-sf,fileoutpart292.xlsx,17,13 34 23.05,"S-Model (high, straight sidewalls and curved arch roof) unlimited length",0275,"40-foot width, end wall",SF,0.0013
13-34-23.05-0280-50-foot-width-sf,fileoutpart292.xlsx,19,13 34 23.05,"Q-Model (Maximize usable interior space with no poles or beams), typical K-Span, arch style otherwise known as Quonset hut, unlimited length",0280,50-foot width,SF,0.0024
13-34-23.05-0285-100-foot-width-sf,fileoutpart292.xlsx,20,13 34 23.05,"Q-Model (Maximize usable interior space with no poles or beams), typical K-Span, arch style otherwise known as Quonset hut, unlimited length",0285,100-foot width,SF,0.0019
13-34-23.05-0410-14-foot-width-sf,fileoutpart296.xlsx,4,13 34 23.05,P-Model (Straight sidewalls and arched roof. Optimizes useable space by raising the arch to above the sidewalls.) Typical Ultimate Building Machine type. Unlimited length,0410,14-foot width,SF,0.0139
13-34-23.05-0420-30-foot-width-sf,fileoutpart296.xlsx,5,13 34 23.05,P-Model (Straight sidewalls and arched roof. Optimizes useable space by raising the arch to above the sidewalls.) Typical Ultimate Building Machine type. Unlimited length,0420,30-foot width,SF,0.0104
13-34-23.05-0430-14-foot-width-end-wall-sf,fileoutpart296.xlsx,6,13 34 23.05,P-Model (Straight sidewalls and arched roof. Optimizes useable space by raising the arch to above the sidewalls.) Typical Ultimate Building Machine type. Unlimited length,0430,"14 foot width, end wall",SF,0.0207
13-34-23.05-0435-30-foot-width-end-wall-sf,fileoutpart296.xlsx,7,13 34 23.05,P-Model (Straight sidewalls and arched roof. Optimizes useable space by raising the arch to above the sidewalls.) Typical Ultimate Building Machine type. Unlimited length,0435,"30 foot width, end wall",SF,0.0151
13-34-23.05-0440-20-foot-width-high-pitched-roof-sf,fileoutpart296.xlsx,9,13 34 23.05,A-Model (high-pitched roof) unlimited length,0440,"20 foot width, high pitched roof",SF,0.0139
13-34-23.05-0445-40-foot-width-high-pitched-roof-sf,fileoutpart296.xlsx,10,13 34 23.05,A-Model (high-pitched roof) unlimited length,0445,"40 foot width, high pitched roof",SF,0.0104
13-34-23.05-0450-20-foot-width-end-wall-high-pitched-roof-sf,fileoutpart296.xlsx,11,13 34 23.05,A-Model (high-pitched roof) unlimited length,0450,"20 foot width, end wall, high pitched roof",SF,0.0207
13-34-23.05-0455-40-foot-width-end-wall-high-pitched-roof-sf,fileoutpart296.xlsx,12,13 34 23.05,A-Model (high-pitched roof) unlimited length,0455,"40 foot width, end wall, high pitched roof",SF,0.0151
13-34-23.05-0460-20-foot-width-sf,fileoutpart296.xlsx,14,13 34 23.05,"S-Model (high, straight sidewalls and curved arch roof) unlimited length",0460,20-foot width,SF,0.0139
13-34-23.05-0465-40-foot-width-sf,fileoutpart296.xlsx,15,13 34 23.05,"S-Model (high, straight sidewalls and curved arch roof) unlimited length",0465,40-foot width,SF,0.0104
13-34-23.05-0470-20-foot-width-end-wall-sf,fileoutpart296.xlsx,16,13 34 23.05,"S-Model (high, straight sidewalls and curved arch roof) unlimited length",0470,"20-foot width, end wall",SF,0.0207
13-34-23.05-0475-40-foot-width-end-wall-sf,fileoutpart296.xlsx,17,13 34 23.05,"S-Model (high, straight sidewalls and curved arch roof) unlimited length",0475,"40-foot width, end wall",SF,0.0151
13-34-23.05-0480-50-foot-width-sf,fileoutpart296.xlsx,19,13 34 23.05,"Q-Model (Maximize usable interior space with no poles or beams), typical K-Span, arch style otherwise known as Quonset hut, unlimited length",0480,50-foot width,SF,0.0108
13-34-23.05-0485-100-foot-width-sf,fileoutpart296.xlsx,20,13 34 23.05,"Q-Model (Maximize usable interior space with no poles or beams), typical K-Span, arch style otherwise known as Quonset hut, unlimited length",0485,100-foot width,SF,0.0063
13-34-23.13-0010-containerized-housing-unit-iso-20-feet-x-8-feet-each,fileoutpart300.xlsx,4,13 34 23.13,Portable and Mobile Buildings,0010,"Containerized housing unit, ISO 20 feet x 8 feet",Each,5
13-34-23.13-0050-containerized-housing-unit-collapsible-iso-20-feet-x-8-feet-each,fileoutpart300.xlsx,5,13 34 23.13,Portable and Mobile Buildings,0050,"Containerized housing unit, collapsible, ISO 20 feet x 8 feet",Each,20
13-34-23.13-0060-containerized-housing-unit-expandable-iso-20-feet-x-8-feet-each,fileoutpart300.xlsx,6,13 34 23.13,Portable and Mobile Buildings,0060,"Containerized housing unit, expandable, ISO 20 feet x 8 feet",Each,1.25
13-34-23.13-0100-containerized-storage-iso-20-feet-x-8-feet-each,fileoutpart300.xlsx,7,13 34 23.13,Portable and Mobile Buildings,0100,"Containerized storage, ISO 20 feet x 8 feet",Each,0.4
13-34-23.13-0110-containerized-storage-iso-40-feet-x-8-feet-each,fileoutpart300.xlsx,8,13 34 23.13,Portable and Mobile Buildings,0110,"Containerized storage, ISO 40 feet x 8 feet",Each,0.5
13-34-23.13-0140-containerized-storage-refrigerated-self-contained-iso-type-5-tricon-each,fileoutpart300.xlsx,9,13 34 23.13,Portable and Mobile Buildings,0140,"Containerized storage, refrigerated, self-contained, ISO Type 5 Tricon",Each,0.5
13-34-23.13-0150-containerized-storage-refrigerated-self-contained-iso-20-feet-x-8-feet-each,fileoutpart300.xlsx,10,13 34 23.13,Portable and Mobile Buildings,0150,"Containerized storage, refrigerated, self-contained, ISO 20 feet x 8 feet",Each,0.5
13-34-23.13-0160-containerized-storage-refrigerated-self-contained-iso-40-feet-x-8-feet-each,fileoutpart300.xlsx,11,13 34 23.13,Portable and Mobile Buildings,0160,"Containerized storage, refrigerated, self-contained, ISO 40 feet x 8 feet",Each,0.6
13-34-23.13-0170-containerized-storage-refrigerated-externally-powered-iso-20-feet-x-8-feet-each,fileoutpart300.xlsx,12,13 34 23.13,Portable and Mobile Buildings,0170,"Containerized storage, refrigerated, externally powered, ISO 20 feet x 8 feet",Each,1
13-34-23.13-0180-containerized-storage-refrigerated-externally-powered-iso-40-feet-x-8-feet-each,fileoutpart300.xlsx,13,13 34 23.13,Portable and Mobile Buildings,0180,"Containerized storage, refrigerated, externally powered, ISO 40 feet x 8 feet",Each,1.1
13-34-23.13-0200-containerized-kitchen-iso-20-feet-x-8-feet-each,fileoutpart300.xlsx,14,13 34 23.13,Portable and Mobile Buildings,0200,"Containerized kitchen, ISO 20 feet x 8 feet",Each,3.2
13-34-23.13-0210-mobile-kitchen-trailer-each,fileoutpart300.xlsx,15,13 34 23.13,Portable and Mobile Buildings,0210,Mobile kitchen trailer,Each,3.45
13-34-23.13-0220-expeditionary-kitchen-system-iso-type-5-tricon-each,fileoutpart300.xlsx,16,13 34 23.13,Portable and Mobile Buildings,0220,"Expeditionary kitchen system, ISO Type 5 Tricon",Each,1.25
13-34-23.13-0230-food-sanitation-center-each,fileoutpart300.xlsx,17,13 34 23.13,Portable and Mobile Buildings,0230,Food sanitation center,Each,4
13-34-23.13-0310-expeditionary-latrine-system-iso-type-5-tricon-each,fileoutpart300.xlsx,18,13 34 23.13,Portable and Mobile Buildings,0310,"Expeditionary latrine system, ISO Type 5 Tricon",Each,1.25
13-34-23.13-0315-expeditionary-4-head-green-fp-latrine-system-each,fileoutpart300.xlsx,19,13 34 23.13,Portable and Mobile Buildings,0315,Expeditionary 4 Head Green (FP) latrine system,Each,4
13-34-23.13-0320-expeditionary-shower-system-iso-type-5-tricon-each,fileoutpart300.xlsx,20,13 34 23.13,Portable and Mobile Buildings,0320,"Expeditionary shower system, ISO Type 5 Tricon",Each,1.25
13-34-23.13-0325-shower-system-expeditionary-tricon-4-head-green-force-provider-each,fileoutpart300.xlsx,21,13 34 23.13,Portable and Mobile Buildings,0325,Shower system expeditionary Tricon 4-Head Green (force provider),Each,6
21-12-10.00-black-steel-pipe-lf,fileoutpart304.xlsx,4,21 12 10.00,Fire Suppression Standpipe System,,Black steel pipe,LF,10
21-12-10.00-pipe-tee-each,fileoutpart304.xlsx,5,21 12 10.00,Fire Suppression Standpipe System,,Pipe tee,Each,40
21-12-10.00-pipe-elbow-each,fileoutpart304.xlsx,6,21 12 10.00,Fire Suppression Standpipe System,,Pipe elbow,Each,70
21-12-10.00-pipe-nipple-2-1-2-inches-each,fileoutpart304.xlsx,7,21 12 10.00,Fire Suppression Standpipe System,,"Pipe nipple, 2 1/2 inches",Each,100
21-12-10.00-hose-valve-2-1-2-inches-each,fileoutpart304.xlsx,8,21 12 10.00,Fire Suppression Standpipe System,,"Hose valve, 2 1/2 inches",Each,130
21-12-10.00-pressure-restricting-valve-2-1-2-inches-each,fileoutpart304.xlsx,9,21 12 10.00,Fire Suppression Standpipe System,,"Pressure restricting valve, 2 1/2 inches",Each,160
21-12-10.00-check-valve-with-ball-drip-each,fileoutpart304.xlsx,10,21 12 10.00,Fire Suppression Standpipe System,,Check valve with ball drip,Each,190
21-12-10.00-siamese-inlet-each,fileoutpart304.xlsx,11,21 12 10.00,Fire Suppression Standpipe System,,Siamese inlet,Each,220
21-12-10.00-roof-manifold-with-valves-each,fileoutpart304.xlsx,12,21 12 10.00,Fire Suppression Standpipe System,,Roof manifold with valves,Each,250
21-13-16.50-0010-alarm-valve-2-1-2-inch-diameter-each,fileoutpart306.xlsx,3,21 13 16.50,Dry-pipe Sprinkler System Components,0010,"Alarm valve, 2 1/2-inch diameter",Each,7.093
21-13-16.50-0020-alarm-water-motor-with-gong-each,fileoutpart306.xlsx,4,21 13 16.50,Dry-pipe Sprinkler System Components,0020,"Alarm, water, motor, with gong",Each,2.66
21-13-16.50-0030-fire-alarm-horn-electric-each,fileoutpart306.xlsx,5,21 13 16.50,Dry-pipe Sprinkler System Components,0030,"Fire alarm horn, electric",Each,0.41
21-13-16.50-0040-air-compressor-automatic-200-gallon-sprinkler-system-1-3-horsepower-each,fileoutpart306.xlsx,6,21 13 16.50,Dry-pipe Sprinkler System Components,0040,"Air compressor, automatic, 200 gallon, sprinkler system 1/3 horsepower",Each,8.185
21-13-16.50-0050-deluge-system-monitoring-panel-120-volt-each,fileoutpart306.xlsx,7,21 13 16.50,Dry-pipe Sprinkler System Components,0050,"Deluge system monitoring panel, 120 volt",Each,0.591
21-13-16.50-0060-firecycle-controls-with-panel-batteries-valves-and-switches-each,fileoutpart306.xlsx,8,21 13 16.50,Dry-pipe Sprinkler System Components,0060,"Firecycle controls, with panel, batteries, valves, and switches",Each,42.56
21-13-16.50-0070-firecycle-package-check-and-flow-control-valves-trim-4-inch-diameter-each,fileoutpart306.xlsx,9,21 13 16.50,Dry-pipe Sprinkler System Components,0070,"Firecycle package, check and flow control valves, trim 4-inch diameter",Each,21.28
21-13-16.50-0080-heat-detector-each,fileoutpart306.xlsx,10,21 13 16.50,Dry-pipe Sprinkler System Components,0080,Heat detector,Each,0.665
21-13-16.50-0090-thermostatic-release-each,fileoutpart306.xlsx,11,21 13 16.50,Dry-pipe Sprinkler System Components,0090,Thermostatic release,Each,0.532
21-13-16.50-0100-4-inch-diameter-lf,fileoutpart306.xlsx,13,21 13 16.50,"Pipe, black steel, threaded, schedule 40",0100,4-inch diameter,LF,0.575
21-13-16.50-0110-2-1-2-inch-diameter-lf,fileoutpart306.xlsx,14,21 13 16.50,"Pipe, black steel, threaded, schedule 40",0110,2 1/2-inch diameter,LF,0.425
21-13-16.50-0120-2-inch-diameter-lf,fileoutpart306.xlsx,15,21 13 16.50,"Pipe, black steel, threaded, schedule 40",0120,2-inch diameter,LF,0.332
21-13-16.50-0130-1-1-4-inch-diameter-lf,fileoutpart306.xlsx,16,21 13 16.50,"Pipe, black steel, threaded, schedule 40",0130,1 1/4-inch diameter,LF,0.239
21-13-16.50-0140-1-inch-diameter-lf,fileoutpart306.xlsx,17,21 13 16.50,"Pipe, black steel, threaded, schedule 40",0140,1-inch diameter,LF,0.201
21-13-16.50-0150-4-inch-diameter-each,fileoutpart306.xlsx,19,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0150,4-inch diameter,Each,5.32
21-13-16.50-0160-2-1-2-inch-diameter-each,fileoutpart306.xlsx,20,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0160,2 1/2-inch diameter,Each,2.365
21-13-16.50-0170-2-inch-diameter-each,fileoutpart306.xlsx,21,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0170,2-inch diameter,Each,1.935
21-13-16.50-0180-1-1-4-inch-diameter-each,fileoutpart306.xlsx,22,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0180,1 1/4-inch diameter,Each,1.52
21-13-16.50-0190-1-inch-diameter-each,fileoutpart306.xlsx,23,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0190,1-inch diameter,Each,1.33
21-13-16.50-0200-pipe-elbow-150-pound-black-malleable-1-inch-diameter-each,fileoutpart306.xlsx,24,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0200,"Pipe, elbow, 150 pound, black malleable, 1-inch diameter",Each,0.818
21-13-16.50-0210-sprinkler-head-135-to-286-degrees-1-2-inch-diameter-each,fileoutpart306.xlsx,25,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0210,"Sprinkler head, 135 to 286 degrees, 1/2-inch diameter",Each,0.665
21-13-16.50-0220-sprinkler-head-dry-pendent-1-inch-diameter-each,fileoutpart306.xlsx,26,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0220,"Sprinkler head, dry pendent, 1-inch diameter",Each,0.759
21-13-16.50-0230-valve-angle-bronze-thread-end-2-inch-diameter-each,fileoutpart306.xlsx,27,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0230,"Valve, angle, bronze, thread end, 2-inch diameter",Each,0.967
21-13-16.50-0240-valve-gate-bronze-thread-end-1-inch-diameter-each,fileoutpart306.xlsx,28,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0240,"Valve gate, bronze, thread end, 1-inch diameter",Each,0.56
21-13-16.50-0250-valve-gate-iron-body-flanged-125-pound-4-inch-diameter-each,fileoutpart306.xlsx,29,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0250,"Valve, gate, iron body, flanged, 125 pound, 4-inch diameter",Each,7.093
21-13-16.50-0260-valve-swing-check-with-ball-drip-flanged-4-inch-diameter-each,fileoutpart306.xlsx,30,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0260,"Valve, swing check, with ball drip, flanged, 4-inch diameter",Each,7.093
21-13-16.50-0270-valve-swing-check-bronze-thread-end-2-1-2-inch-diameter-each,fileoutpart306.xlsx,31,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0270,"Valve, swing check, bronze, thread end, 2 1/2-inch diameter",Each,1.42
21-13-16.50-0280-valve-dry-pipe-with-trim-and-gauges-4-inch-diameter-each,fileoutpart306.xlsx,32,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0280,"Valve, dry pipe, with trim and gauges, 4-inch diameter",Each,21.28
21-13-16.50-0290-valve-deluge-with-trim-and-gauges-4-inch-diameter-each,fileoutpart306.xlsx,33,21 13 16.50,"Pipe, tee, 150 pound, black malleable",0290,"Valve, deluge, with trim and gauges, 4-inch diameter",Each,21.28
21-22-16.50-0020-control-panel-single-zone-each,fileoutpart308.xlsx,4,21 22 16.50,"FM200 Fire Extinguishing System (0010) Alarm, audio",0020,"Control panel, single zone",Each,10.64
21-22-16.50-0030-control-panel-multizone-four-each-each,fileoutpart308.xlsx,5,21 22 16.50,"FM200 Fire Extinguishing System (0010) Alarm, audio",0030,"Control panel, multizone, four each",Each,21.28
21-22-16.50-0040-discharge-nozzle-each,fileoutpart308.xlsx,6,21 22 16.50,"FM200 Fire Extinguishing System (0010) Alarm, audio",0040,Discharge nozzle,Each,0.758
21-22-16.50-0050-electro-mechanical-release-each,fileoutpart308.xlsx,7,21 22 16.50,"FM200 Fire Extinguishing System (0010) Alarm, audio",0050,Electro/mechanical release,Each,5.32
21-22-16.50-0060-26-pound-cylinder-each,fileoutpart308.xlsx,9,21 22 16.50,"FM200 system, filled, including mounting bracket",0060,26 pound cylinder,Each,2.66
21-22-16.50-0070-44-pound-cylinder-each,fileoutpart308.xlsx,10,21 22 16.50,"FM200 system, filled, including mounting bracket",0070,44 pound cylinder,Each,3.04
21-22-16.50-0080-63-pound-cylinder-each,fileoutpart308.xlsx,11,21 22 16.50,"FM200 system, filled, including mounting bracket",0080,63 pound cylinder,Each,3.547
21-22-16.50-0090-101-pound-cylinder-each,fileoutpart308.xlsx,12,21 22 16.50,"FM200 system, filled, including mounting bracket",0090,101 pound cylinder,Each,4.256
21-22-16.50-0100-196-pound-cylinder-each,fileoutpart308.xlsx,13,21 22 16.50,"FM200 system, filled, including mounting bracket",0100,196 pound cylinder,Each,5.32
21-22-16.50-0110-heat-detector-each,fileoutpart308.xlsx,14,21 22 16.50,"FM200 system, filled, including mounting bracket",0110,Heat detector,Each,1.33
21-22-16.50-0120-manual-pull-station-each,fileoutpart308.xlsx,15,21 22 16.50,"FM200 system, filled, including mounting bracket",0120,Manual pull station,Each,1.773
21-22-16.50-0130-pneumatic-damper-release-each,fileoutpart308.xlsx,16,21 22 16.50,"FM200 system, filled, including mounting bracket",0130,Pneumatic damper release,Each,1.33
21-22-16.50-0140-smoke-detector-each,fileoutpart308.xlsx,17,21 22 16.50,"FM200 system, filled, including mounting bracket",0140,Smoke detector,Each,1.716
21-22-16.50-standby-power-battery-each,fileoutpart308.xlsx,18,21 22 16.50,"FM200 system, filled, including mounting bracket",,"Standby power, battery",Each,3.737
21-31-13.50-0010-2-inch-pump-250-gallons-per-minute-15-horsepower-each,fileoutpart310.xlsx,5,21 31 13.50,"Including controller, fittings, and relief valve",0010,"2-inch pump, 250 gallons per minute, 15 horsepower",Each,60.78
21-31-13.50-0020-4-inch-pump-500-gallons-per-minute-27-horsepower-each,fileoutpart310.xlsx,6,21 31 13.50,"Including controller, fittings, and relief valve",0020,"4-inch pump, 500 gallons per minute, 27 horsepower",Each,62.59
21-31-13.50-0030-5-inch-pump-750-gallons-per-minute-44-horsepower-each,fileoutpart310.xlsx,7,21 31 13.50,"Including controller, fittings, and relief valve",0030,"5-inch pump, 750 gallons per minute, 44 horsepower",Each,66.5
21-31-13.50-0040-4-inch-pump-750-gallons-per-minute-66-horsepower-each,fileoutpart310.xlsx,8,21 31 13.50,"Including controller, fittings, and relief valve",0040,"4-inch pump, 750 gallons per minute, 66 horsepower",Each,73.379
21-31-16.50-0010-4-inch-pump-500-gallons-per-minute-27-horsepower-each,fileoutpart310.xlsx,12,21 31 16.50,"Including controller, fittings, and relief valve",0010,"4-inch pump, 500 gallons per minute, 27 horsepower",Each,66.5
21-31-16.50-0020-5-inch-pump-750-gallons-per-minute-44-horsepower-each,fileoutpart310.xlsx,13,21 31 16.50,"Including controller, fittings, and relief valve",0020,"5-inch pump, 750 gallons per minute, 44 horsepower",Each,70.933
21-31-16.50-0030-4-inch-pump-1-000-gallons-per-minute-89-horsepower-each,fileoutpart310.xlsx,14,21 31 16.50,"Including controller, fittings, and relief valve",0030,"4-inch pump, 1,000 gallons per minute, 89 horsepower",Each,76
